StartStation Name,July 5th,August 2nd,July 12th,July 26th,Average Count,July 19th(Heatwave day),Latitude,Longitude,geometry,index_right,NAME,DISTRICT,New Code,Borough,Population and Age; All ages; 2013,Population and Age; Median age; 2013,House Prices; Median House Price; 2014,Household Income; Mean Modelled Household income (); 2012/13,Employment; Economic Activity (Percentages) - 2011 Census; Economically active: % In employment,Road Casualties; Total Casualties; 2014,Land Use; % Greenspace; 2005,Land Use; % Road; 2005,Land Use; % Water; 2005
"Rathbone Street, Fitzrovia",40.0,45.0,36.0,44.0,41.25,34.0,51.518162,-0.135025,POINT (-0.135025 51.518162),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Sackville Street, Mayfair",55.0,56.0,69.0,52.0,58.0,56.0,51.510048,-0.138846,POINT (-0.138846 51.510048),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Soho Square , Soho",165.0,160.0,149.0,147.0,155.25,88.0,51.515631,-0.132328,POINT (-0.132328 51.515631),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"South Audley Street, Mayfair",32.0,19.0,24.0,27.0,25.5,24.0,51.50923,-0.151289,POINT (-0.151289 51.50923),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"St. George Street, Mayfair",63.0,43.0,53.0,49.0,52.0,53.0,51.51196,-0.142783,POINT (-0.142783 51.51196),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Stanhope Gate, Mayfair",42.0,27.0,26.0,39.0,33.5,32.0,51.506864,-0.150666,POINT (-0.150666 51.506864),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Upper Grosvenor Street, Mayfair",37.0,21.0,23.0,20.0,25.25,33.0,51.51013,-0.155757,POINT (-0.155757 51.51013),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Wardour Street, Soho",106.0,98.0,101.0,95.0,100.0,95.0,51.512515,-0.133201,POINT (-0.133201 51.512515),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Wells Street, Fitzrovia",90.0,80.0,94.0,85.0,87.25,72.0,51.517344,-0.138072,POINT (-0.138072 51.517344),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Woodstock Street, Mayfair",41.0,35.0,53.0,44.0,43.25,40.0,51.514105,-0.147301,POINT (-0.147301 51.514105),172,West End,City of Westminster,E05000649,Westminster,10950.0,36.0,1487500.0,95940.0,93.98175397,279.0,3.465974307,31.93006902,0.000501225
"Broomhouse Lane, Parsons Green",29.0,23.0,32.0,20.0,26.0,20.0,51.468418,-0.199135,POINT (-0.199135 51.468418),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"Imperial Wharf Station, Sands End",81.0,74.0,70.0,89.0,78.5,82.0,51.474665,-0.183165,POINT (-0.183165 51.474665),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"Michael Road, Walham Green",36.0,31.0,21.0,30.0,29.5,25.0,51.477276,-0.18921,POINT (-0.18921 51.477276),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"Peterborough Road, Sands End",19.0,19.0,20.0,27.0,21.25,15.0,51.46904,-0.196274,POINT (-0.196274 51.46904),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"Sandilands Road, Walham Green",57.0,45.0,37.0,43.0,45.5,45.0,51.473611,-0.191803,POINT (-0.191803 51.473611),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"South Park, Sands End",42.0,33.0,37.0,45.0,39.25,20.0,51.467064,-0.193502,POINT (-0.193502 51.467064),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"Stephendale Road, Sands End",59.0,60.0,78.0,57.0,63.5,60.0,51.46822,-0.190346,POINT (-0.190346 51.46822),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"William Morris Way, Sands End",48.0,38.0,44.0,37.0,41.75,34.0,51.468819,-0.184318,POINT (-0.184318 51.468819),134,Sands End,Hammersmith and Fulham,E05000262,Hammersmith and Fulham,13150.0,32.0,827750.0,63490.0,92.70255272,42.0,14.34130619,12.82273016,25.91340579
"Bury Place, Holborn",44.0,47.0,46.0,41.0,44.5,39.0,51.51746,-0.12335,POINT (-0.12335 51.51746),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Drury Lane, Covent Garden",111.0,110.0,91.0,95.0,101.75,78.0,51.51477,-0.122219,POINT (-0.122219 51.51477),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Earnshaw Street , Covent Garden",91.0,98.0,76.0,67.0,83.0,65.0,51.516118,-0.128585,POINT (-0.128585 51.516118),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Guilford Street , Bloomsbury",78.0,69.0,64.0,70.0,70.25,63.0,51.523346,-0.120202,POINT (-0.120202 51.523346),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Hatton Garden, Holborn",92.0,65.0,87.0,83.0,81.75,75.0,51.518825,-0.108028,POINT (-0.108028 51.518825),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Hatton Wall, Holborn",76.0,93.0,78.0,98.0,86.25,74.0,51.521661,-0.109006,POINT (-0.109006 51.521661),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"High Holborn , Covent Garden",63.0,78.0,69.0,54.0,66.0,60.0,51.516226,-0.124826,POINT (-0.124826 51.516226),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Holborn Circus, Holborn",119.0,114.0,137.0,109.0,119.75,85.0,51.51795,-0.108657,POINT (-0.108657 51.51795),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Lincoln's Inn Fields, Holborn",49.0,40.0,45.0,30.0,41.0,41.0,51.516277,-0.118272,POINT (-0.118272 51.516277),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Newton Street, Covent Garden",44.0,37.0,39.0,35.0,38.75,31.0,51.516128,-0.120909,POINT (-0.120909 51.516128),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Northington Street , Holborn",61.0,69.0,53.0,61.0,61.0,50.0,51.522264,-0.114079,POINT (-0.114079 51.522264),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Red Lion Square, Holborn",38.0,36.0,34.0,45.0,38.25,38.0,51.519435,-0.119123,POINT (-0.119123 51.519435),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Red Lion Street, Holborn",87.0,97.0,74.0,57.0,78.75,56.0,51.51824,-0.11655,POINT (-0.11655 51.51824),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Sardinia Street, Holborn",35.0,28.0,44.0,37.0,36.0,35.0,51.515208,-0.117863,POINT (-0.117863 51.515208),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Southampton Place, Holborn",44.0,59.0,56.0,41.0,50.0,47.0,51.517606,-0.121328,POINT (-0.121328 51.517606),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Theobald's Road , Holborn",71.0,61.0,61.0,58.0,62.75,62.0,51.520596,-0.116688,POINT (-0.116688 51.520596),190,Holborn and Covent Garden,Camden,E05000138,Camden,13500.0,33.0,685000.0,61920.0,91.3393614,174.0,8.579066146,30.35650342,0.054961985
"Caldwell Street, Stockwell",50.0,51.0,64.0,45.0,52.5,47.0,51.477839,-0.116493,POINT (-0.116493 51.477839),36,Vassall,Lambeth,E05000436,Lambeth,14950.0,31.0,395000.0,43790.0,88.00778399,85.0,18.62310571,20.87369622,0.005307996
"Normandy Road, Stockwell",47.0,66.0,40.0,36.0,47.25,44.0,51.473874,-0.11258,POINT (-0.11258 51.473874),36,Vassall,Lambeth,E05000436,Lambeth,14950.0,31.0,395000.0,43790.0,88.00778399,85.0,18.62310571,20.87369622,0.005307996
"Calshot Street , King's Cross",25.0,26.0,16.0,19.0,21.5,14.0,51.53136,-0.117069,POINT (-0.117069 51.53136),225,Caledonian,Islington,E05000368,Islington,14550.0,30.0,447500.0,49320.0,90.07092199,57.0,14.94112166,21.95353681,1.211368225
"Crinan Street, King's Cross",33.0,26.0,30.0,20.0,27.25,13.0,51.534474,-0.122203,POINT (-0.122203 51.534474),225,Caledonian,Islington,E05000368,Islington,14550.0,30.0,447500.0,49320.0,90.07092199,57.0,14.94112166,21.95353681,1.211368225
"Killick Street, King's Cross",15.0,22.0,23.0,17.0,19.25,12.0,51.5338,-0.118677,POINT (-0.118677 51.5338),225,Caledonian,Islington,E05000368,Islington,14550.0,30.0,447500.0,49320.0,90.07092199,57.0,14.94112166,21.95353681,1.211368225
"Northdown Street, King's Cross",34.0,41.0,29.0,28.0,33.0,19.0,51.531066,-0.11934,POINT (-0.11934 51.531066),225,Caledonian,Islington,E05000368,Islington,14550.0,30.0,447500.0,49320.0,90.07092199,57.0,14.94112166,21.95353681,1.211368225
"Carnegie Street, King's Cross",34.0,30.0,27.0,36.0,31.75,32.0,51.535467,-0.116191,POINT (-0.116191 51.535467),234,Barnsbury,Islington,E05000366,Islington,12600.0,31.0,715000.0,62770.0,91.79274907,62.0,14.87583341,24.13638999,0.246400618
"Charlotte Terrace, Angel",26.0,19.0,41.0,33.0,29.75,25.0,51.536392,-0.112721,POINT (-0.112721 51.536392),234,Barnsbury,Islington,E05000366,Islington,12600.0,31.0,715000.0,62770.0,91.79274907,62.0,14.87583341,24.13638999,0.246400618
"Cloudesley Road, Angel",40.0,47.0,51.0,30.0,42.0,18.0,51.534408,-0.109025,POINT (-0.109025 51.534408),234,Barnsbury,Islington,E05000366,Islington,12600.0,31.0,715000.0,62770.0,91.79274907,62.0,14.87583341,24.13638999,0.246400618
"Risinghill Street, Angel",36.0,16.0,20.0,16.0,22.0,13.0,51.533319,-0.111781,POINT (-0.111781 51.533319),234,Barnsbury,Islington,E05000366,Islington,12600.0,31.0,715000.0,62770.0,91.79274907,62.0,14.87583341,24.13638999,0.246400618
"Chadwell Street, Angel",59.0,52.0,63.0,61.0,58.75,52.0,51.530515,-0.106408,POINT (-0.106408 51.530515),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Claremont Square, Angel",34.0,29.0,39.0,42.0,36.0,25.0,51.531666,-0.109914,POINT (-0.109914 51.531666),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Clerkenwell Green, Clerkenwell",82.0,83.0,89.0,79.0,83.25,58.0,51.52326,-0.104708,POINT (-0.104708 51.52326),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Farringdon Lane, Clerkenwell",54.0,48.0,43.0,30.0,43.75,38.0,51.52352,-0.10834,POINT (-0.10834 51.52352),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Finsbury Library , Finsbury",28.0,35.0,27.0,34.0,31.0,29.0,51.526717,-0.104298,POINT (-0.104298 51.526717),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Goswell Road (City Uni), Finsbury",29.0,28.0,39.0,33.0,32.25,28.0,51.528246,-0.101026,POINT (-0.101026 51.528246),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Great Percy Street, Clerkenwell",41.0,39.0,48.0,30.0,39.5,31.0,51.528915,-0.11548,POINT (-0.11548 51.528915),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Hardwick Street, Clerkenwell",31.0,27.0,35.0,23.0,29.0,33.0,51.527842,-0.108068,POINT (-0.108068 51.527842),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Margery Street, Clerkenwell",38.0,35.0,34.0,45.0,38.0,35.0,51.526599,-0.112432,POINT (-0.112432 51.526599),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Percival Street, Finsbury",39.0,47.0,38.0,35.0,39.75,34.0,51.526153,-0.102208,POINT (-0.102208 51.526153),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"River Street , Clerkenwell",29.0,32.0,29.0,26.0,29.0,22.0,51.529163,-0.10997,POINT (-0.10997 51.529163),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"St. John Street, Finsbury",20.0,32.0,27.0,23.0,25.5,19.0,51.52836,-0.104724,POINT (-0.104724 51.52836),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Tysoe Street, Clerkenwell",59.0,89.0,61.0,78.0,71.75,71.0,51.526443,-0.109256,POINT (-0.109256 51.526443),224,Clerkenwell,Islington,E05000370,Islington,12000.0,31.0,732500.0,60270.0,91.14022773,87.0,11.7021734,28.25203689,0.340735645
"Charlbert Street, St. John's Wood",33.0,30.0,33.0,35.0,32.75,34.0,51.5343,-0.168074,POINT (-0.168074 51.5343),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Greenberry Street, St.John's Wood",23.0,15.0,19.0,14.0,17.75,15.0,51.53256,-0.16862,POINT (-0.16862 51.53256),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Lisson Grove, St. John's Wood",28.0,29.0,23.0,20.0,25.0,28.0,51.526448,-0.17219,POINT (-0.17219 51.526448),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"London Zoo,  The Regent's Park",18.0,38.0,13.0,28.0,24.25,18.0,51.535836,-0.156285,POINT (-0.156285 51.535836),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Lord's, St. John's Wood",12.0,29.0,27.0,19.0,21.75,19.0,51.529121,-0.171185,POINT (-0.171185 51.529121),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Park Road (Baker Street), The Regent's Park",81.0,96.0,96.0,66.0,84.75,60.0,51.524517,-0.158963,POINT (-0.158963 51.524517),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Prince Albert Road, The Regent's Park",51.0,51.0,51.0,48.0,50.25,36.0,51.535892,-0.160854,POINT (-0.160854 51.535892),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"St. John's Wood Church, The Regent's Park",35.0,57.0,23.0,50.0,41.25,35.0,51.530529,-0.167515,POINT (-0.167515 51.530529),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"St. John's Wood Road, St. John's Wood",35.0,36.0,35.0,60.0,41.5,37.0,51.527294,-0.174653,POINT (-0.174653 51.527294),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"The Tennis Courts, The Regent's Park",49.0,62.0,50.0,76.0,59.25,45.0,51.525367,-0.153463,POINT (-0.153463 51.525367),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Wellington Road, St. John's Wood",35.0,47.0,43.0,35.0,40.0,40.0,51.533043,-0.172528,POINT (-0.172528 51.533043),175,Regent's Park,City of Westminster,E05000643,Westminster,12350.0,36.0,942500.0,78810.0,93.41741534,90.0,46.91788983,13.71812637,4.773210708
"Chesilton Road, Fulham",53.0,50.0,42.0,39.0,46.0,45.0,51.475698,-0.205876,POINT (-0.205876 51.475698),144,Town,Hammersmith and Fulham,E05000264,Hammersmith and Fulham,11300.0,31.0,690000.0,69820.0,93.6557169,37.0,6.510655816,24.5384591,0.0
"Elysium Place, Fulham",22.0,14.0,20.0,18.0,18.5,26.0,51.471079,-0.207842,POINT (-0.207842 51.471079),144,Town,Hammersmith and Fulham,E05000264,Hammersmith and Fulham,11300.0,31.0,690000.0,69820.0,93.6557169,37.0,6.510655816,24.5384591,0.0
"Fulham Park Road, Fulham",28.0,32.0,42.0,22.0,31.0,26.0,51.473471,-0.20782,POINT (-0.20782 51.473471),144,Town,Hammersmith and Fulham,E05000264,Hammersmith and Fulham,11300.0,31.0,690000.0,69820.0,93.6557169,37.0,6.510655816,24.5384591,0.0
"Parsons Green Station, Parsons Green",72.0,63.0,84.0,55.0,68.5,50.0,51.475089,-0.201968,POINT (-0.201968 51.475089),144,Town,Hammersmith and Fulham,E05000264,Hammersmith and Fulham,11300.0,31.0,690000.0,69820.0,93.6557169,37.0,6.510655816,24.5384591,0.0
"Clapham Common Station, Clapham Common",80.0,88.0,98.0,79.0,86.25,71.0,51.461388,-0.139221,POINT (-0.139221 51.461388),41,Clapham Town,Lambeth,E05000419,Lambeth,14450.0,31.0,610000.0,57720.0,93.75066995,55.0,15.24749079,22.12704888,0.147122536
"Heath Road, Battersea",25.0,22.0,18.0,25.0,22.5,19.0,51.468669,-0.146544,POINT (-0.146544 51.468669),41,Clapham Town,Lambeth,E05000419,Lambeth,14450.0,31.0,610000.0,57720.0,93.75066995,55.0,15.24749079,22.12704888,0.147122536
"Victoria Rise, Clapham Common",41.0,40.0,54.0,45.0,45.0,50.0,51.461376,-0.147804,POINT (-0.147804 51.461376),41,Clapham Town,Lambeth,E05000419,Lambeth,14450.0,31.0,610000.0,57720.0,93.75066995,55.0,15.24749079,22.12704888,0.147122536
"Wandsworth Rd, Isley Court, Wandsworth Road",39.0,37.0,37.0,27.0,35.0,40.0,51.469259,-0.141812,POINT (-0.141812 51.469259),41,Clapham Town,Lambeth,E05000419,Lambeth,14450.0,31.0,610000.0,57720.0,93.75066995,55.0,15.24749079,22.12704888,0.147122536
"Claverton Street, Pimlico",50.0,57.0,48.0,39.0,48.5,76.0,51.484839,-0.138089,POINT (-0.138089 51.484839),181,Tachbrook,City of Westminster,E05000645,Westminster,8350.0,37.0,715650.0,80420.0,94.20780255,55.0,6.731426795,17.43705316,44.1342866
"Rampayne Street, Pimlico",75.0,64.0,79.0,61.0,69.75,83.0,51.489975,-0.132845,POINT (-0.132845 51.489975),181,Tachbrook,City of Westminster,E05000645,Westminster,8350.0,37.0,715650.0,80420.0,94.20780255,55.0,6.731426795,17.43705316,44.1342866
"St. George's Square, Pimlico",63.0,57.0,64.0,43.0,56.75,2.0,51.488226,-0.135635,POINT (-0.135635 51.488226),181,Tachbrook,City of Westminster,E05000645,Westminster,8350.0,37.0,715650.0,80420.0,94.20780255,55.0,6.731426795,17.43705316,44.1342866
"Tachbrook Street, Victoria",51.0,49.0,58.0,39.0,49.25,39.0,51.492111,-0.138364,POINT (-0.138364 51.492111),181,Tachbrook,City of Westminster,E05000645,Westminster,8350.0,37.0,715650.0,80420.0,94.20780255,55.0,6.731426795,17.43705316,44.1342866
"Vauxhall Bridge , Pimlico",53.0,34.0,31.0,21.0,34.75,25.0,51.488365,-0.129361,POINT (-0.129361 51.488365),181,Tachbrook,City of Westminster,E05000645,Westminster,8350.0,37.0,715650.0,80420.0,94.20780255,55.0,6.731426795,17.43705316,44.1342866
"Clifton Road, Maida Vale",34.0,33.0,43.0,48.0,39.5,29.0,51.525575,-0.179592,POINT (-0.179592 51.525575),183,Little Venice,City of Westminster,E05000639,Westminster,10850.0,35.0,870000.0,83230.0,93.78703233,74.0,18.61899477,26.1629935,3.405739654
"Frampton Street, Paddington",32.0,31.0,24.0,29.0,29.0,43.0,51.523353,-0.175116,POINT (-0.175116 51.523353),183,Little Venice,City of Westminster,E05000639,Westminster,10850.0,35.0,870000.0,83230.0,93.78703233,74.0,18.61899477,26.1629935,3.405739654
"Paddington Green, Paddington",7.0,14.0,7.0,8.0,9.0,10.0,51.520205,-0.174593,POINT (-0.174593 51.520205),183,Little Venice,City of Westminster,E05000639,Westminster,10850.0,35.0,870000.0,83230.0,93.78703233,74.0,18.61899477,26.1629935,3.405739654
"Warwick Avenue Station, Maida Vale",59.0,74.0,70.0,53.0,64.0,42.0,51.523344,-0.183846,POINT (-0.183846 51.523344),183,Little Venice,City of Westminster,E05000639,Westminster,10850.0,35.0,870000.0,83230.0,93.78703233,74.0,18.61899477,26.1629935,3.405739654
"Coomer Place, West Kensington",66.0,57.0,57.0,69.0,62.25,48.0,51.48357,-0.202038,POINT (-0.202038 51.48357),136,Fulham Broadway,Hammersmith and Fulham,E05000254,Hammersmith and Fulham,11250.0,32.0,805000.0,60160.0,92.73054971,35.0,7.473373579,21.17980137,0.0
"Halford Road, West Kensington",46.0,43.0,35.0,33.0,39.25,54.0,51.483911,-0.197609,POINT (-0.197609 51.483911),136,Fulham Broadway,Hammersmith and Fulham,E05000254,Hammersmith and Fulham,11250.0,32.0,805000.0,60160.0,92.73054971,35.0,7.473373579,21.17980137,0.0
"Normand Park, West Kensington",77.0,69.0,70.0,60.0,69.0,65.0,51.484386,-0.204815,POINT (-0.204815 51.484386),136,Fulham Broadway,Hammersmith and Fulham,E05000254,Hammersmith and Fulham,11250.0,32.0,805000.0,60160.0,92.73054971,35.0,7.473373579,21.17980137,0.0
"Courland Grove, Wandsworth Road",57.0,54.0,35.0,31.0,44.25,32.0,51.472918,-0.132102,POINT (-0.132102 51.472918),34,Larkhall,Lambeth,E05000425,Lambeth,17800.0,30.0,430000.0,46970.0,90.96024352,78.0,16.88204821,21.11237867,0.019636812
"Gauden Road, Clapham",45.0,63.0,53.0,63.0,56.0,47.0,51.464995,-0.130908,POINT (-0.130908 51.464995),34,Larkhall,Lambeth,E05000425,Lambeth,17800.0,30.0,430000.0,46970.0,90.96024352,78.0,16.88204821,21.11237867,0.019636812
"Union Grove, Wandsworth Road",34.0,40.0,49.0,37.0,40.0,41.0,51.472993,-0.133972,POINT (-0.133972 51.472993),34,Larkhall,Lambeth,E05000425,Lambeth,17800.0,30.0,430000.0,46970.0,90.96024352,78.0,16.88204821,21.11237867,0.019636812
"Culvert Road, Battersea",26.0,21.0,25.0,23.0,23.75,23.0,51.471095,-0.15785,POINT (-0.15785 51.471095),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Falcon Road, Clapham Junction",92.0,91.0,102.0,87.0,93.0,66.0,51.466633,-0.169821,POINT (-0.169821 51.466633),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Fawcett Close, Battersea",21.0,23.0,27.0,22.0,23.25,19.0,51.469161,-0.174485,POINT (-0.174485 51.469161),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Grant Road East, Clapham Junction",46.0,36.0,56.0,38.0,44.0,36.0,51.464894,-0.173029,POINT (-0.173029 51.464894),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Hibbert Street, Battersea",76.0,74.0,60.0,40.0,62.5,54.0,51.46517,-0.180389,POINT (-0.180389 51.46517),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Ingrave Street, Clapham Junction",16.0,10.0,12.0,19.0,14.25,23.0,51.467454,-0.172293,POINT (-0.172293 51.467454),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Sheepcote Lane, Battersea",32.0,37.0,47.0,27.0,35.75,21.0,51.470538,-0.163041,POINT (-0.163041 51.470538),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
"Usk Road, Clapham Junction",38.0,29.0,41.0,42.0,37.5,45.0,51.463489,-0.182126,POINT (-0.182126 51.463489),128,Latchmere,Wandsworth,E05000617,Wandsworth,15700.0,31.0,398500.0,47200.0,90.61367754,68.0,15.57895056,19.36318845,0.0
